2356,3550.5,0
2356,3540.5,0
2356,3530.5,0
2356,3520.5,0
2356,3510.5,0
2356,3500.5,0
2356,3490.5,0
2357,3481.5,0
2367,3481.5,0
2377,3481.5,0
2387,3481.5,0
2397,3481.5,0
2407,3481.5,0
2417,3481.5,0
2427,3481.5,0
2437,3481.5,0
2447,3481.5,0
2457,3481.5,0
2467,3481.5,0
2477,3481.5,0
2487,3481.5,0
2497,3481.5,0
2506,3482.5,0
2506,3492.5,0
2506,3502.5,0
2506,3512.5,0
2506,3522.5,0
2506,3532.5,0
2506,3542.5,0
2506,3552.5,0
2504,3560.5,0
2494,3560.5,0
2484,3560.5,0
2474,3560.5,0
2464,3560.5,0
2454,3560.5,0
2444,3560.5,0
2434,3560.5,0
2424,3560.5,0
2414,3560.5,0
2404,3560.5,0
2394,3560.5,0
2384,3560.5,0
2374,3560.5,0
2364,3560.5,0
2356,3560.5,0
