1632.52,2039.72,0
1650.39,2048.71,0
1668.25,2057.7,0
1686.12,2066.69,0
1703.98,2075.68,0
1721.85,2084.67,0
1739.71,2093.66,0
1757.58,2102.66,0
1775.44,2111.65,0
1793.31,2120.64,0
1815.32,2131.72,0
1807.5,2144.93,0
1797.74,2162.39,0
1788.47,2180.11,0
1779.69,2198.08,0
1771.42,2216.29,0
1763.66,2234.72,0
1756.41,2253.36,0
1749.68,2272.19,0
1743.48,2291.2,0
1737.8,2310.38,0
1732.66,2329.71,0
1728.07,2349.17,0
1724.01,2368.76,0
1720.5,2388.44,0
1717.53,2408.22,0
1715.12,2428.08,0
1713.26,2447.99,0
1711.95,2467.95,0
1711.2,2487.93,0
1711.01,2507.93,0
1711.37,2527.92,0
1712.28,2547.9,0
1713.75,2567.85,0
1715.77,2587.75,0
1718.34,2607.58,0
1721.47,2627.33,0
1725.14,2646.99,0
1729.36,2666.54,0
1734.11,2685.97,0
1739.41,2705.25,0
1745.24,2724.38,0
1751.59,2743.35,0
1758.48,2762.12,0
1765.88,2780.7,0
1773.79,2799.07,0
1782.21,2817.21,0
1791.13,2835.11,0
1800.55,2852.75,0
1810.45,2870.13,0
1820.83,2887.22,0
1831.27,2903.4,0
1811.81,2910.6,0
1793.05,2917.54,0
1774.29,2924.48,0
1755.54,2931.42,0
1736.78,2938.36,0
1718.02,2945.3,0
1699.27,2952.24,0
1680.51,2959.18,0
1661.75,2966.12,0
1642.99,2973.06,0
1626.97,2972.37,0
1617.1,2954.97,0
1607.62,2937.36,0
1598.51,2919.56,0
1589.79,2901.56,0
1581.45,2883.38,0
1573.51,2865.02,0
1565.97,2846.5,0
1558.83,2827.82,0
1552.09,2808.99,0
1545.75,2790.02,0
1539.83,2770.92,0
1534.32,2751.69,0
1529.22,2732.35,0
1524.54,2712.91,0
1520.28,2693.37,0
1516.44,2673.74,0
1513.02,2654.04,0
1510.03,2634.26,0
1507.46,2614.43,0
1505.32,2594.54,0
1503.61,2574.62,0
1502.33,2554.66,0
1501.47,2534.68,0
1501.05,2514.68,0
1501.06,2494.68,0
1501.49,2474.69,0
1502.36,2454.71,0
1503.66,2434.75,0
1505.38,2414.82,0
1507.54,2394.94,0
1510.12,2375.11,0
1513.12,2355.34,0
1516.55,2335.63,0
1520.41,2316.01,0
1524.68,2296.47,0
1529.37,2277.03,0
1534.48,2257.69,0
1540.01,2238.47,0
1545.95,2219.37,0
1552.29,2200.41,0
1559.05,2181.58,0
1566.2,2162.91,0
1573.76,2144.39,0
1581.71,2126.04,0
1590.06,2107.86,0
1598.79,2089.87,0
1607.91,2072.07,0
1617.41,2054.47,0
1627.29,2037.08,0
