3265.17,2916.17,0
3273.82,2898.14,0
3282.08,2879.92,0
3289.94,2861.53,0
3297.41,2842.98,0
3304.48,2824.27,0
3311.14,2805.41,0
3317.4,2786.42,0
3323.25,2767.29,0
3328.68,2748.04,0
3333.7,2728.68,0
3338.3,2709.22,0
3342.48,2689.66,0
3346.24,2670.02,0
3349.58,2650.3,0
3352.49,2630.52,0
3354.98,2610.67,0
3357.04,2590.78,0
3358.67,2570.84,0
3359.87,2550.88,0
3360.64,2530.9,0
3360.98,2510.9,0
3360.89,2490.9,0
3360.37,2470.91,0
3359.43,2450.93,0
3358.05,2430.98,0
3356.24,2411.06,0
3354.01,2391.19,0
3351.35,2371.36,0
3348.26,2351.6,0
3344.75,2331.91,0
3340.82,2312.31,0
3336.46,2292.79,0
3331.69,2273.36,0
3326.5,2254.05,0
3320.9,2234.85,0
3314.88,2215.78,0
3308.46,2196.84,0
3301.63,2178.04,0
3294.4,2159.39,0
3286.77,2140.91,0
3278.74,2122.59,0
3270.32,2104.45,0
3261.51,2086.49,0
3253.23,2070.44,0
3233.04,2079.01,0
3214.63,2086.82,0
3196.22,2094.64,0
3177.81,2102.46,0
3159.4,2110.27,0
3140.99,2118.09,0
3122.58,2125.9,0
3104.17,2133.72,0
3085.76,2141.54,0
3059.03,2152.89,0
3064.31,2162.48,0
3073.58,2180.2,0
3082.35,2198.18,0
3090.62,2216.39,0
3098.38,2234.82,0
3105.63,2253.46,0
3112.36,2272.29,0
3118.56,2291.31,0
3124.23,2310.48,0
3129.36,2329.81,0
3133.96,2349.28,0
3138.01,2368.86,0
3141.52,2388.55,0
3144.48,2408.33,0
3146.89,2428.18,0
3148.75,2448.1,0
3150.05,2468.05,0
3150.8,2488.04,0
3150.99,2508.04,0
3150.63,2528.03,0
3149.71,2548.01,0
3148.24,2567.96,0
3146.22,2587.85,0
3143.64,2607.69,0
3140.51,2627.44,0
3136.84,2647.1,0
3132.62,2666.65,0
3127.86,2686.07,0
3122.56,2705.36,0
3116.73,2724.49,0
3110.37,2743.45,0
3103.48,2762.22,0
3096.08,2780.8,0
3088.16,2799.17,0
3079.74,2817.31,0
3070.82,2835.21,0
3061.4,2852.85,0
3050.2,2872.49,0
3066.79,2877.46,0
3085.96,2883.18,0
3105.12,2888.91,0
3124.29,2894.63,0
3143.45,2900.35,0
3162.61,2906.08,0
3181.78,2911.8,0
3200.94,2917.53,0
3220.1,2923.25,0
3239.27,2928.97,0
3256.14,2934.01,0
